Index,Trip ID,Taxi ID,Trip Start Timestamp,Trip End Timestamp,Trip Seconds,Trip Miles,Pickup Census Tract,Dropoff Census Tract,Pickup Community Area,Dropoff Community Area,Fare,Tips,Tolls,Extras,Trip Total,Payment Type,Company,Pickup Centroid Latitude,Pickup Centroid Longitude,Pickup Centroid Location,Dropoff Centroid Latitude,Dropoff Centroid Longitude,Dropoff Centroid  Location
4362522,2ae9beadab197d28f808f8ea7b0ed6f89eca6891,2b04a46ccd7beca299e9b773626fadfaba39bde4c63cb772d935e57eb06bcb95569e987e668ba85f8f789c72b2625d9dcd6f49261ad61564ffce2db928d54d98,08/31/2015 01:30:00 AM,08/31/2015 01:45:00 AM,1440.0,0.9,,,56.0,7.0,$31.65,$6.90,$0.00,$3.00,$41.55,Credit Card,Taxi Affiliation Services,41.79259236,-87.76961545299999,POINT (-87.769615 41.792592),41.922686284,-87.649488729,POINT (-87.649489 41.922686)
4394199,2b3726e5b2a9a4d6f25e467acd0ec76a2b054833,f2c04e14b917f7c8c6be50d420acdf0509ce03f956dfffed476122a5ec6720f6a7165aaecc009ed3d179f3eec58fb84cb6c9030dfe32f8569f9bd58afe79be5f,08/08/2015 02:30:00 AM,08/08/2015 02:30:00 AM,120.0,0.9,17031241500.0,17031242000.0,24.0,24.0,$4.84,$0.00,$0.00,$0.00,$4.84,Cash,,41.908378669,-87.670945075,POINT (-87.670945 41.908379),41.899737388,-87.664953917,POINT (-87.664954 41.899737)
4400672,2b472ec847ae8732a528f05ac3781aa2481a6350,64f59b7a01c1221ff4d8b829f37f54b6f6151a394c87332c81d475385bdbc9db985293bc87d969ab58f44e50d4d5205e47a5e39df8c38f10b034168b76cfbc7f,06/02/2015 10:00:00 AM,06/02/2015 10:15:00 AM,240.0,0.1,,,28.0,32.0,$6.65,$0.00,$0.00,$0.00,$6.65,Cash,Taxi Affiliation Services,41.874005383000004,-87.66351755,POINT (-87.663518 41.874005),41.878865584,-87.625192142,POINT (-87.625192 41.878866)
4472139,2bf4a4b8259a7d7c500e319211bcd7a13d4d1a4c,d1ad16f82e9cc7891f07497b0c3f9afbc0f2c9a86c5e2ac93937c44ef963cd7263d407e31b1496f19c7648d998cc46e3e73086ed6919fc7122cd3fd2356bebfc,11/23/2015 03:00:00 PM,11/23/2015 03:00:00 PM,120.0,0.4,17031081500.0,17031320100.0,8.0,32.0,$4.05,$0.00,$0.00,$0.00,$4.05,Cash,,41.892507781,-87.626214906,POINT (-87.626215 41.892508),41.884987192,-87.620992913,POINT (-87.620993 41.884987)
4485142,2c1446eee5c6eddc85176eb7d6b2cbd3b4f1a73f,3cbdc624a4ef03ecd064f284467041ab8077b80cceffc364a99b7b7e88088bf181b41313041db85bfb1fa82c96db22c6ec42fffbe859c677b63c811b9adbfa19,12/06/2015 04:15:00 AM,12/06/2015 04:15:00 AM,60.0,0.16,,,,,$3.45,$0.00,$0.00,$0.00,$3.45,Cash,,,,,,,
4498559,2c34d4f98b353ecbd2eb14c40b4a480b73bf5dce,c92ffc47a21e745772199e454f7749ca499407d0079a94c077bdf77a5cfdf27a23055a6d45d5a85d2e17b964aa059fe2b7f50fe5e68b0dcee8518918df25a35b,10/02/2015 12:30:00 PM,10/02/2015 12:45:00 PM,720.0,6.7,,,77.0,8.0,$15.65,$2.00,$0.00,$0.00,$17.65,Credit Card,Choice Taxi Association,41.986711799999995,-87.663416405,POINT (-87.663416 41.986712),41.899602111,-87.633308037,POINT (-87.633308 41.899602)
4501554,2c3c19ca240bc4b059e77053237519a8b1ccfb70,ef32ded438e4b619ee3c0764226668e39c11075dafc385a8201a866c12440cf5025d3b754141dccf276ce01994202ec9f2c160af14743a7d33258aa78e93cd76,01/20/2015 12:00:00 PM,01/20/2015 12:30:00 PM,1440.0,0.0,17031081500.0,17031980000.0,8.0,76.0,$36.85,$4.00,$0.00,$2.00,$42.85,Credit Card,Blue Ribbon Taxi Association Inc.,41.892507781,-87.626214906,POINT (-87.626215 41.892508),41.97907082,-87.90303966100001,POINT (-87.90304 41.979071)
4508721,2c4db96a37620c7b586dfd2077821359560246f6,67cbad0de729d814d848a331b1e37cb8df3a5537fc7d879eb2d2ea32d4295d5fc56bb273eaaba13f85d1cfcff73b295c598e03af1c54660ec0f0db8e8bd69759,07/31/2015 12:30:00 PM,07/31/2015 12:45:00 PM,540.0,1.5,17031071500.0,17031081600.0,7.0,8.0,$7.45,$0.00,$0.00,$0.00,$7.45,Cash,,41.914616286,-87.631717366,POINT (-87.631717 41.914616),41.892072635,-87.62887415700001,POINT (-87.628874 41.892073)
4544469,2ca4dd0e45aca83e329ce21c9199d51964ea1494,7097518f3dcaa216d4baa855a83bd27c504e5de8d6b658e531e28aad9712bd7fb5c616fe0a3022acba0984c53f988edb1842d3b30605471933dc00ac1961ca14,02/08/2015 12:30:00 AM,02/08/2015 12:45:00 AM,960.0,9.2,,,32.0,77.0,$20.25,$0.00,$0.00,$2.50,$22.75,Cash,,41.878865584,-87.625192142,POINT (-87.625192 41.878866),41.986711799999995,-87.663416405,POINT (-87.663416 41.986712)
4558713,2cc7dd74ad0c03f77f6c9072706c31cbd6fdf722,73680c341d237b6dc8004f3b741eb3618dd82eef947b68345ca3de27d9b56a9f6a3b241fc5061336e7348739d7f17b19199fe299e209f49d92af99488c777a0d,10/01/2015 06:45:00 PM,10/01/2015 07:00:00 PM,660.0,2.2,,,77.0,1.0,$8.45,$0.00,$0.00,$0.00,$8.45,Cash,Taxi Affiliation Services,41.986711799999995,-87.663416405,POINT (-87.663416 41.986712),42.009622881,-87.67016685700001,POINT (-87.670167 42.009623)
4563992,2cd441718396049bf6aad500ebe2431211aecd0e,71f72bfa5361a2485e783a188a2e7479a00ed68a09842cca8d95cf98c38d6be14d6ea846de1fd8c50dc222b344606f0d2df8a0f5ac3126732a1e06eee326e1a6,06/18/2015 11:00:00 AM,06/18/2015 11:15:00 AM,900.0,2.8,17031842200.0,17031839100.0,8.0,32.0,$10.45,$2.00,$0.00,$0.00,$12.45,Credit Card,Taxi Affiliation Services,41.904935302,-87.64990722600001,POINT (-87.649907 41.904935),41.880994471,-87.632746489,POINT (-87.632746 41.880994)
4576247,2cf1e5933761b5feddb0cb443b0d0017254500eb,c380f12a04a89cc0e1ec1fb024710f170f212d5211635d812d345461e686bd2e285f0a0bdc5faa02bd15ce258e2df170c4ae86627bb88535522aa7b1addcc960,01/12/2015 04:45:00 PM,01/12/2015 05:00:00 PM,180.0,0.7,,,,,$4.45,$0.00,$0.00,$0.00,$4.45,Cash,,,,,,,
4592591,2d1965c6fb63c7f3ef446b984f7db0b33b4b6b96,5cf9aaaa3a08328ae3cd045c03902c4035ed3f1e6f6f61b01bde41af7c72e25cac0e72c764460b1e42cb402ee9928b03a2d4a8ef89d9a2a2824ad4dd811dd195,06/04/2015 06:00:00 PM,06/04/2015 06:15:00 PM,900.0,1.0,17031839100.0,17031081700.0,32.0,8.0,$8.25,$1.00,$0.00,$0.00,$9.25,Credit Card,,41.880994471,-87.632746489,POINT (-87.632746 41.880994),41.892042136,-87.63186395,POINT (-87.631864 41.892042)
4601035,2d2db62c94aa0119c122566f95adaf89e430e848,f419fe5a1711d4b01b124b8e9f3bef383be12f31cfb043bab9f46cb0cf56af4422be1901473398f21248d26d263e58132d70fde31aec19236f2da48c52bd4610,03/07/2015 08:00:00 PM,03/07/2015 08:00:00 PM,420.0,2.5,17031031000.0,17031020901.0,3.0,2.0,$8.25,$0.00,$0.00,$0.00,$8.25,Cash,Choice Taxi Association,41.972437081,-87.67110952600001,POINT (-87.67111 41.972437),41.994225234,-87.686076881,POINT (-87.686077 41.994225)
4605659,2d390318804e7aa4a80d91e58d678866160f58bd,0b8a006f4b69afc94a10a09d153b509374fc0371fd9118d656361c8d5f0333d5d6430444f6b7d45ec20e21428aa2d0206fa1e78627a3c9a973bcacf326e465be,02/24/2015 08:00:00 PM,02/24/2015 08:15:00 PM,720.0,0.2,17031081600.0,17031063302.0,8.0,6.0,$11.05,$2.20,$0.00,$0.00,$13.25,Credit Card,Blue Ribbon Taxi Association Inc.,41.892072635,-87.62887415700001,POINT (-87.628874 41.892073),41.934762456,-87.639853859,POINT (-87.639854 41.934762)
4610736,2d4588615abf0cad2d2ec46bf27ff6e709dffc5c,88344f6ce69d4c2e3c6b7a8edb101e1b9bc3a444055cb1ec92dbf33a9725b30c147150ee5e1d147ab3666aae2911b556aebe7eb5d95c105300f24a6f351c0ba1,11/22/2015 08:15:00 AM,11/22/2015 08:15:00 AM,0.0,0.0,,,,,$9.45,$1.89,$0.00,$0.00,$11.34,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,
4618652,2d58c74b1b1582e45471ab485d6a7914f9a781a1,8a42ae5cf4c0d46ab041134ec82429b6bd20d016cd342ce4179b521e7514624a0ca78a4272be3135bd020742d71c3fd7391217efa558932e1b05b3db62dd2fc2,11/06/2015 11:15:00 PM,11/06/2015 11:30:00 PM,360.0,0.0,17031081700.0,17031081300.0,8.0,8.0,$5.65,$3.00,$0.00,$0.00,$8.65,Credit Card,Taxi Affiliation Services,41.892042136,-87.63186395,POINT (-87.631864 41.892042),41.898331794,-87.620762865,POINT (-87.620763 41.898332)
4619662,2d5b566196f180f91e54db8514feac5f1385e49d,888480840cf0b93c63167984e55e32c98ebfd5221486e3cc92e32fe781f758026109cfa1860af6ef16bf120ef84322edb5ff348d8bda383561bb4a47fcc098bd,06/27/2015 12:30:00 AM,06/27/2015 12:45:00 AM,480.0,1.3,,,28.0,8.0,$6.45,$0.00,$0.00,$1.00,$7.45,Cash,Taxi Affiliation Services,41.874005383000004,-87.66351755,POINT (-87.663518 41.874005),41.899602111,-87.633308037,POINT (-87.633308 41.899602)
4634532,2d7fa6957ff718a6e334b4f71e284ada26a0bc97,71bda427266f167fdb47570c51cbd1bc5e4c947f44735d3531ef6366629cd1b144f04a0107341b0153c7cc8a6a11f00c21a3929f669634ea6a5c94c8bc696b62,07/24/2015 06:15:00 PM,07/24/2015 06:30:00 PM,360.0,1.3,17031320100.0,17031081402.0,32.0,8.0,$5.85,$0.00,$0.00,$0.00,$5.85,Cash,,41.884987192,-87.620992913,POINT (-87.620993 41.884987),41.891971508000005,-87.612945414,POINT (-87.612945 41.891972)
4651187,2da871ef1b6416b38483cfd2579e98ab64ef8bfe,35fb25430002f0fd17160ae575a0c43e253d3c8d1a9794adb36b94900a117ddf0ef308234642cdcb2defa87b66f28a1ce8810c92665fc4d40e704bb6524e86cb,04/03/2015 04:30:00 PM,04/03/2015 05:00:00 PM,1440.0,0.5,17031081403.0,17031030200.0,8.0,77.0,$22.25,$4.45,$0.00,$0.00,$26.70,Credit Card,Taxi Affiliation Services,41.890922026,-87.618868355,POINT (-87.618868 41.890922),41.994442248,-87.665224776,POINT (-87.665225 41.994442)
4651643,2da98721f7aa3df6ba1d075646de45200729829a,5aa1b2790d2fa6c1d5331cc3c58058cba4a8172ec2a70fbd21185452955698a2caf934e7f9fcd0354df03038c0756fa60dd8fce9518683f7c0bb7f40ccf5af90,07/04/2015 07:45:00 PM,07/04/2015 08:15:00 PM,1380.0,0.0,17031320600.0,17031081500.0,32.0,8.0,$11.45,$0.00,$0.00,$0.00,$11.45,Cash,Blue Ribbon Taxi Association Inc.,41.870607371999995,-87.622172937,POINT (-87.622173 41.870607),41.892507781,-87.626214906,POINT (-87.626215 41.892508)
4710715,2e388e1d9e5be7d586d40a736af33c107ee16fdf,9cee83fd2c2b50ff5b5a20565a6721c03d0f3f520fa8e2b91b6613bd3e7eca4f22c420a5799397ed68c61cb64696a5bb143dcb232e783c103241927e6b63b6d0,11/24/2015 03:00:00 PM,11/24/2015 03:15:00 PM,960.0,2.6,,,6.0,24.0,$9.85,$0.00,$0.00,$0.00,$9.85,Cash,,41.944226601,-87.655998182,POINT (-87.655998 41.944227),41.901206994,-87.676355989,POINT (-87.676356 41.901207)
4725261,2e5bb45aec45b8cbf8647a066ca51e0342cea8ce,fa62820eb95bd0b9cc1a0aaf6cf26730aee22ec578db91ebbe44ced5d0055e5d5175769bc0ab1ac129e5abab40a0be89a396cb944c06b36d754416f856df19aa,11/05/2015 08:30:00 PM,11/05/2015 08:30:00 PM,0.0,0.0,,,,,$16.45,$3.29,$0.00,$0.00,$19.74,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,
4746865,2e8f91c34aec4f3dc8938e2a4b7d6d3d6a2fc290,a44086df314a5d983b8f1029ac487a6c6d4bc5341b945f87417ca44e62ea22cd1992dc74b9a5d36de136018dbc41cb7fcd247ee3e3d8e47695f125d38f12cbd9,11/14/2015 04:45:00 AM,11/14/2015 04:45:00 AM,0.0,0.0,,,,,$7.25,$1.45,$0.00,$0.00,$8.70,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,
4760984,2eb1cf3ec896b7e0d11b8fd25e041f8fe3f123bb,1a9f0188874ee240e95f2713388e0ee930b07996909b35a0b7731e45fbe7dec4c60b090d7ef8641e332ab12c9c379d4a81c6083c91442b42628a9e00ad25f71b,12/22/2015 08:30:00 PM,12/22/2015 08:45:00 PM,780.0,3.0,17031081401.0,17031833000.0,8.0,28.0,$10.25,$2.05,$0.00,$0.00,$12.30,Credit Card,Choice Taxi Association,41.89503345,-87.61971067200001,POINT (-87.619711 41.895033),41.88528132,-87.65723320000001,POINT (-87.657233 41.885281)
4772491,2ecda90d5ac9fc9f33f1976d5871ee60b839b3ea,ce067b3ae7a967cf8e6937d815047e75f5374a4fdf9803a4c1f7273803a8abc1527f132af5d626868d4c6b1cfac6e03f1d560ca9bb9366c24197456fed3d8dfa,05/18/2015 03:15:00 PM,05/18/2015 03:15:00 PM,0.0,0.0,,,16.0,16.0,$3.25,$0.00,$0.00,$0.00,$3.25,Cash,,41.953582125,-87.72345239,POINT (-87.723452 41.953582),41.953582125,-87.72345239,POINT (-87.723452 41.953582)
4774315,2ed1fa8b7a2b3de36e7adc3569875d9b2afdb40c,d6d483b25eb5d88cc3adb7db367709e81ecb7cc2c8afe222029aaaef7df1f67d9b0d21b57c3fc65d95dff53834023e04dbfc54598a460ad3937be650cb33f9df,07/07/2015 07:30:00 AM,07/07/2015 07:30:00 AM,300.0,0.8,17031281900.0,17031839100.0,28.0,32.0,$5.05,$0.00,$0.00,$0.00,$5.05,Cash,,41.879255084,-87.642648998,POINT (-87.642649 41.879255),41.880994471,-87.632746489,POINT (-87.632746 41.880994)
4809976,2f290ca602cd82322ce9e78dda00d01ad26f0ce5,3ff210dd510e29474c49f901fafba9a7e14801f19e40b6430cf59879ba55ffa030a0c373dfbf262956dcc8957b56c7af8d26a8f6ea62843fa90632e0a5a83aa0,01/29/2015 09:00:00 PM,01/29/2015 09:15:00 PM,720.0,0.2,,,32.0,24.0,$10.45,$0.00,$0.00,$0.00,$10.45,Cash,Blue Ribbon Taxi Association Inc.,41.878865584,-87.625192142,POINT (-87.625192 41.878866),41.901206994,-87.676355989,POINT (-87.676356 41.901207)
4873750,2fc46d88f1cbda99bade50a89c4d4e240e6207ff,73671d8d04e67d4eabdbbab93357ea36c3aa7afd6e6a2881cf21f258b52f43882fc07437fedb05acc79f872e8592d804fcb992f289567500f15606511eb70745,12/05/2015 04:15:00 PM,12/05/2015 04:45:00 PM,1920.0,0.0,,,22.0,3.0,$16.05,$3.20,$0.00,$0.00,$19.25,Credit Card,Blue Ribbon Taxi Association Inc.,41.92276062,-87.69915534299999,POINT (-87.699155 41.922761),41.96581197,-87.655878786,POINT (-87.655879 41.965812)
4897298,2ffd84d31933eccb1c121cee3d7ce517a70c9fc9,7cd20062d0699bbac741f18bf79a47f41c27054301ee8d42697272b86ccbd6cd5e37375fc42f67c2abc6268c6358487eaa72c990f5f85972a9cdd7083a60d57e,09/26/2015 09:45:00 PM,09/26/2015 10:00:00 PM,540.0,1.5,17031071400.0,17031061901.0,7.0,6.0,$6.85,$0.00,$0.00,$2.00,$8.85,Cash,Taxi Affiliation Services,41.922082541,-87.63415609299999,POINT (-87.634156 41.922083),41.943237122,-87.643470956,POINT (-87.643471 41.943237)
4913856,30263f94d2d7aa1dbb3c7e4a99895981a9e8530f,40073e4bbfadf8904891079ddb48e72014816a3ae6405f14f1d98ad35fca312de74e86932d4cef4bce5b6c3ed715b4b34ef436cc805bd7c2af7844fd50f5f640,05/06/2015 07:00:00 AM,05/06/2015 07:15:00 AM,720.0,3.1,,,24.0,23.0,$9.85,$0.00,$0.00,$0.00,$9.85,Cash,,41.901206994,-87.676355989,POINT (-87.676356 41.901207),41.900069603,-87.720918238,POINT (-87.720918 41.90007)
4938503,3062565d7ecabc780f8624711333a92b30f9016e,0e459cbb5049e55828a11cd1deb08a2d25359dfd6f1a771800dc417ad0ddda86368b3fc1e97e6c3a4a86d83153fad117238512220ea197ebf1b3b7bf0a9fe732,04/24/2015 11:00:00 PM,04/24/2015 11:00:00 PM,240.0,0.8,17031081700.0,17031081500.0,8.0,8.0,$5.05,$0.00,$0.00,$0.00,$5.05,Cash,Taxi Affiliation Services,41.892042136,-87.63186395,POINT (-87.631864 41.892042),41.892507781,-87.626214906,POINT (-87.626215 41.892508)
4948914,307bf4be0a63301ffec7d62ef55991cf2d0e2cdc,8fde77d1f2de198da3cc494072bf1c88e3f02426105e47043457606c56025158f1f04491f93de7a9e04c48d3e71151ad93cb32b9ad5de94c6645d2e46a6a692a,09/15/2015 09:30:00 AM,09/15/2015 09:30:00 AM,660.0,1.1,17031280100.0,17031320400.0,28.0,32.0,$7.25,$2.00,$0.00,$0.00,$9.25,Credit Card,,41.885300021999996,-87.642808466,POINT (-87.642808 41.8853),41.877406123,-87.62197165200001,POINT (-87.621972 41.877406)
4976598,30bf28242426600b281229f6b704d4831f5b443e,5e2cdbf8e29532911397d269fc7777dbe01700c6dbc517e29f49fe9ee5de69442ff99ed794837b6fedeae0de10244dc7a3f4a19321015f80ad708aaa89cfa58b,03/17/2015 09:00:00 PM,03/17/2015 09:15:00 PM,1080.0,3.8,,,8.0,6.0,$12.05,$0.00,$0.00,$1.00,$13.05,Cash,Choice Taxi Association,41.899602111,-87.633308037,POINT (-87.633308 41.899602),41.944226601,-87.655998182,POINT (-87.655998 41.944227)
4977087,30c04c2c260ed3a5323422737ba8c632c6b1db48,ad90a85a97a0d2d0d6b13514a66b6790071493bb8cb3211bad539c47188a29a842a112ce08f6a2ef2d3a65e90c5f9ded9d2a7891c5dc7730a0fac1ac3cd8d5f0,04/19/2015 12:15:00 AM,04/19/2015 12:15:00 AM,120.0,0.4,17031081300.0,17031081100.0,8.0,8.0,$4.25,$0.00,$0.00,$0.00,$4.25,Cash,,41.898331794,-87.620762865,POINT (-87.620763 41.898332),41.900221297,-87.629105186,POINT (-87.629105 41.900221)
4979039,30c4e9afefbd8279b99dbff1c536cdef735761ca,8a586ea31a21b4a22440828dce49cdc23271497d0107864efa09d840270a752fdcada97740b1a3560ac115f959f59e6af546b477df917f0c0c81ba9f70f0ed35,05/08/2015 02:15:00 PM,05/08/2015 02:30:00 PM,1680.0,15.4,17031980000.0,17031832600.0,76.0,7.0,$32.25,$6.85,$0.00,$2.00,$41.10,Credit Card,Choice Taxi Association,41.97907082,-87.90303966100001,POINT (-87.90304 41.979071),41.914747305,-87.654007029,POINT (-87.654007 41.914747)
4981959,30cbce91a3d825446d165d518c5fea5f1fe70555,c12e0923159de80ee3288c44047308ab8f602fbfb2278fe626347a8a55c64bb9847438ad57f7d9d0ad92787d1cc2fd79fe454eba5094763e10fc66c77f055f52,04/29/2015 10:30:00 PM,04/29/2015 11:00:00 PM,1560.0,16.1,17031980000.0,17031071800.0,76.0,7.0,$33.45,$0.00,$0.00,$6.55,$40.00,Cash,Choice Taxi Association,41.97907082,-87.90303966100001,POINT (-87.90304 41.979071),41.914585709,-87.645966207,POINT (-87.645966 41.914586)
4997332,30f1344459bc834c9d211af719decf0c1402782c,a7b2c3dec3882391e3c9d80d5215c13f90692b515eb552171df2a7b063b956348170d6797ac5ef0a79b55fa49218f9cd4d425e0f7004b03c8bcf4179ad445131,02/22/2015 12:00:00 PM,02/22/2015 01:15:00 PM,4680.0,34.3,,,,,$70.45,$18.36,$0.00,$3.00,$91.81,Credit Card,,,,,,,
4998026,30f2ec24c020210bfd1d17a26db09fcc22895e55,2516b59756f838580a6027aab48adc7099cd0ea7a1244a62b35249ea25f74aed2544792e37dc0ee8818d5eab264497f91e0c047d0e9b5c8eed9e6508708bc3a8,11/20/2015 07:00:00 PM,11/20/2015 07:00:00 PM,420.0,1.7,17031839100.0,17031330100.0,32.0,33.0,$7.05,$2.00,$0.00,$0.00,$9.05,Credit Card,Choice Taxi Association,41.880994471,-87.632746489,POINT (-87.632746 41.880994),41.859349715,-87.617358006,POINT (-87.617358 41.85935)
5012165,3115818078729acc03972cafe159596e80c53be1,662dcbc106fd9fbdd2a5a1fdb2dc5fd067e60e921720eb163096369e9946b4e47e636e63e06f9bc6c90b6b1cf290a8945516637a5812936abb5110e66c182453,06/03/2015 04:45:00 PM,06/03/2015 05:00:00 PM,480.0,2.6,,,11.0,12.0,$8.25,$2.00,$0.00,$0.00,$10.25,Credit Card,,41.978829526,-87.77116670299999,POINT (-87.771167 41.97883),41.993930128,-87.75835358799999,POINT (-87.758354 41.99393)
5013340,311871829f79ceb5b0c85d3f1feba5247dde90b6,840820f7de42b62286711ce2e9f1ccfda9032ba6294f65892b3bc374150697ee94a6107ca6124c3629ae81a661061e283d665d6ec624fbf68d27627493253a84,06/13/2015 05:45:00 PM,06/13/2015 06:00:00 PM,1020.0,0.0,17031839000.0,17031081402.0,32.0,8.0,$9.85,$0.00,$0.00,$2.00,$11.85,Cash,Blue Ribbon Taxi Association Inc.,41.87101588,-87.631406525,POINT (-87.631407 41.871016),41.891971508000005,-87.612945414,POINT (-87.612945 41.891972)
5019505,312775bf66a0bf3d4ab8010a301719633ab16501,db757f6c1157d9f81e266396132cd641837c189b803c52df09f005d4aaa36fa8f3c786b71c307bad992636122a7c61873571d96ff24468fd19e4f40d00a3da15,02/18/2015 08:15:00 PM,02/18/2015 08:15:00 PM,0.0,0.0,17031842200.0,17031842200.0,8.0,8.0,$3.25,$0.00,$0.00,$0.00,$3.25,Cash,Choice Taxi Association,41.904935302,-87.64990722600001,POINT (-87.649907 41.904935),41.904935302,-87.64990722600001,POINT (-87.649907 41.904935)
5036211,315007c7fa292aa06e7f86e798e97123676228f6,2572655926c3f9924026529b18d8e82596c59df13e78498f6ce39e8ff8412705512a2f86f2f5daabc09e20a58b70f4485e3a05264b88f30a404df3255563fd4c,07/26/2015 06:00:00 PM,07/26/2015 06:30:00 PM,1980.0,17.7,17031980000.0,17031839100.0,76.0,32.0,$36.25,$9.56,$0.00,$2.00,$47.81,Credit Card,,41.97907082,-87.90303966100001,POINT (-87.90304 41.979071),41.880994471,-87.632746489,POINT (-87.632746 41.880994)
5060301,318a8ef99135b2c7b18d6bf12ba6c0ee0186495e,3f6c87eab00b21fce1261c5fe46b29a464bf742a14ad2526984f46a49ff6d712f9e0f3599b572364993ee9feb82a9076739fce423406517c064363381a3a20bc,12/22/2015 03:00:00 PM,12/22/2015 03:15:00 PM,540.0,1.2,,,,,$6.85,$2.00,$0.00,$0.00,$8.85,Credit Card,,,,,,,
5061719,318e1f1049b27dd7bc1255b8e1de1f51b29d5550,3a4af34907634686a9444651f65638134c2a972bfc5994aa1f260e41013b6fb8065db3e1542cc38403596fea788581043b7767f2652618c7bb27dcd1b5e9a6bd,11/09/2015 11:30:00 PM,11/09/2015 11:45:00 PM,780.0,2.5,,,7.0,8.0,$9.25,$0.00,$0.00,$2.00,$11.25,Cash,Northwest Management LLC,41.922686284,-87.649488729,POINT (-87.649489 41.922686),41.899602111,-87.633308037,POINT (-87.633308 41.899602)
5081221,31bde6b590ed694cc19365b441d31f6ab8d10255,98025b10243d1d4ff91f5f2e7f30530db45a75835019aa5852176d34bd5c75c0854182fed9e7a9c09595e6a98515a144bf79b812094b8404d7a59a3e584c48b7,09/30/2015 10:00:00 AM,09/30/2015 10:30:00 AM,960.0,0.1,17031081500.0,17031841000.0,8.0,33.0,$11.05,$2.75,$0.00,$0.00,$13.80,Credit Card,Blue Ribbon Taxi Association Inc.,41.892507781,-87.626214906,POINT (-87.626215 41.892508),41.849246754,-87.624135298,POINT (-87.624135 41.849247)
5083638,31c3d74563417f97ba394e35da104b905d1bb04b,ef5eff6bb140de6acea46bf7980c2547b6d2486f1f8310ba85cfe00587782d44aacc427d6bb339df8ce753fe4f13b44bd325a38c03146d743f26ebfbcb629231,02/10/2015 09:45:00 AM,02/10/2015 10:00:00 AM,1380.0,8.9,,,28.0,3.0,$21.25,$0.00,$0.00,$0.00,$21.25,Cash,,41.874005383000004,-87.66351755,POINT (-87.663518 41.874005),41.96581197,-87.655878786,POINT (-87.655879 41.965812)
5145015,325ab3c2c679364900dfc0225c3cace6d1e54d03,d346459e1dc77e6ec2021dbd91e60417fc0ca3f410d5771aceedc1fe69ff810890209a9e43c50d2e2f2446606fff9da944c29e222c925555d135fb414433f9ef,10/01/2015 08:15:00 AM,10/01/2015 08:30:00 AM,780.0,4.6,,,7.0,32.0,$12.45,$0.00,$0.00,$0.00,$12.45,Cash,,41.922686284,-87.649488729,POINT (-87.649489 41.922686),41.878865584,-87.625192142,POINT (-87.625192 41.878866)
5186893,32c0a8d7933f01310fa9d168bd98c4a9bd2e2a5d,68ae6c89f7967f770fb6c05a367f4061c9ce97206f7b88afd946df90e54a3948d1946b83bf42c3c278d043ce9e5bc3a674cdffb1f215ed54c7ccda6541a79dcb,03/27/2015 08:30:00 AM,03/27/2015 08:45:00 AM,540.0,0.69,17031320400.0,17031081500.0,32.0,8.0,$7.25,$0.00,$0.00,$0.00,$7.25,Cash,,41.877406123,-87.62197165200001,POINT (-87.621972 41.877406),41.892507781,-87.626214906,POINT (-87.626215 41.892508)
5217828,330ca5c1a9fea087f22ee0eb2ef3da813a578916,ff4f3efd45d09093a8765ae6e6aace89b935fbdb80fb22148666bc30693d299fb9519127b95fb4d12e63a688fad63ce62a1fac3fec3afe56a1e9816f288a3272,09/15/2015 06:00:00 AM,09/15/2015 06:00:00 AM,180.0,0.8,,,5.0,3.0,$4.65,$0.00,$0.00,$0.00,$4.65,Cash,,41.947791586,-87.683834942,POINT (-87.683835 41.947792),41.96581197,-87.655878786,POINT (-87.655879 41.965812)
5223812,331b4d18c2f7b4e5759f436d4e1f97687f8dcf41,aa798918401638e9ac120290066e3f74cc7b21e8bc6af7626ad1ba3a76323c7f6d21c4374ae690d959bd2024451e4287c08de0fccee0aff28b74668e8b776660,08/15/2015 02:15:00 AM,08/15/2015 02:15:00 AM,0.0,0.0,,,,,$15.85,$3.17,$0.00,$0.00,$19.02,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,
5231955,332f1c4ab7d280d3838e8b776d4963b283bc9563,252ada1a45e512d3d038a61eb1832c0eec8e3c8dce58336f73d774bea49e0f203635dbc583d2135f060a5cd63c9ea7f6ac787f546ffa0b80daabd6e39eebe4f1,06/10/2015 08:15:00 PM,06/10/2015 08:45:00 PM,2040.0,11.0,,,6.0,16.0,$26.25,$0.00,$0.00,$0.00,$26.25,Cash,Taxi Affiliation Services,41.944226601,-87.655998182,POINT (-87.655998 41.944227),41.953582125,-87.72345239,POINT (-87.723452 41.953582)
